id	title	detail	content	assetURL	typeId	mode
1	Mẹo chọn đáp án	Các lưu ý về khi chọn đáp án	Chọn tất cả các đáp án có cụm từ “Không được” vì tất cả các đáp có cụm từ “Không được” đều là đáp án đúng.@Chọn tất cả các đáp án có cụm từ “Chấp hành” vì tất cả các đáp có cụm từ “Chấp hành” đều là đáp án đúng.@Chọn tất cả các đáp án có từ “Phải” ở đầu câu. Nếu trong 1 câu có nhiều đáp án bắt đầu bằng từ “Phải” thì chọn đáp án dài nhất.	assets/images/tip_1.png	0	b1
2	Câu hỏi khái niệm	Mẹo đối phó với các câu hỏi khái niệm	Chọn đáp án có cụm từ “kính an toàn” với câu hỏi về yêu cầu kính chắn gió@Chọn đáp án không có cụm từ “an toàn giao thông” với câu hỏi phần đường xe chạy@Chọn đáp án có cụm từ “an toàn giao thông” với câu hỏi về làn đường.@Chọn đáp án có cụm từ “kể cả xe đạp máy” với câu hỏi phương tiện giao thông@Chọn đáp án có cụm từ “kể cả xe máy điện” với câu hỏi phương tiện giao thông@Xe tải trọng là xe có tải trọng trục xe vượt quá năng lực chịu tải của mặt đường	assets/images/tip_6.png	0	b1
3	Độ tuổi lái xe	Các độ tuổi cần ghi nhớ	Xe máy là 16 tuổi@Xe máy A1, A2 và ô tô B1, B2 là 18 tuổi@Yêu cầu nam >60 tuổi và nữ >55 tuổi đối với hạng B1@Bằng lái xe hạng C yêu cầu 21 tuổi@Hạng D 24 tuổi và hạng E 27 tuổi	assets/images/tip_7.png	0	b1
4	Tốc độ lái xe	Các câu hỏi về tốc độ	Trong khu vực đông dân cư ( số cuối dòng): \n   +40km/h: Chọn đáp án 1 \n   +80km/h: Chọn đáp án 1 \n   +70km/h: Chọn đáp án 2 \n   +50km/h: Chọn đáp án 3 \n   +60km/h: Chọn đáp án 4 \n Lưu ý: Các bạn cứ nhớ bài toán: 8 x 7 = 5 6 tương ứng với thứ tự các số trong bài toán và đó là đáp án đúng: 80 (đáp án 1), 70 (đáp án 2), 50 (đáp án 3), 60 (đáp án 4)	assets/images/tip_4.png	0	b1
5	Biển báo	Quy tắc về câu hỏi biển báo	Cấm xe nhỏ -> cấm xe lớn (không tính xe mô tô)@Cấm xe lớn -> không cấm xe nhỏ (không tính xe mô tô)@Thấy 2 hoặc 3 biển tròn xanh thì chia 2 trường hợp: \n   +Câu hỏi 1 hàng chọn ý 1. \n   +Còn lại chọn ý 3 (hoặc thấy có từ ngã 3 thì chọn 3). \n   +Cấm rẽ trái thì cấm luôn quay xe; cấm quay xe thì được rẽ trái. \n   +Chú ý biển trật tự với đáp án. \n   +Chọn ngay khi thấy đáp án có từ “KHÔNG ĐƯỢC PHÉP”	assets/images/tip_5.png	0	b1
6	Kỹ thuật máy thiết bị	Các câu hỏi về công dụng của thiết bị	Công dụng của hệ thống truyền lực của ô tô ( dùng để truyền)@Công dụng của hệ thống phanh (dùng để giảm tốc độ)@Công dụng của động cơ ô tô (nhiệt năng thành cơ năng)@Công dụng của hộp số ô tô (chuyển động lùi)@Công dụng của hệ thống lái (dùng chuyển hướng)@Công dụng của ly hợp (dùng để truyền hoặc ngắt)@Động cơ 2 kỳ (2 hành trình); 4 kỳ (4 hành trình@Yêu cầu của kính chắn gió (là loại kính an toàn)@Yên cầu kỹ thuật đối với dây đai an toàn (hãm giữ chặt)@Âm lượng còi (<90<115db)@Khi vào số tiến hoặc lùi xe ô tô số tự động (đạp phanh chân hết hành trình)@Khi quay đầu (đưa đầu xe về phía nguy hiểm)@Điều khiển tăng số (nhip nhàng, chính xác)@Điều khiển xe ô tô tới gần xe ngược chiều vào ban đêm (đèn chiếu xa sang đèn chiếu gần)@Khi nhả phanh tay (kéo cần phanh tay về phía sau đồng thời bóp khóa hãm)@Khi khởi hành ô tô trên đường bằng (ạp ly hợp trên hành trình)@Điều kiện ô tô giảm số (vù ga phù hợp với tốc độ)@Điều kiện ô tô trên đường trơn (không đánh lái ngoặt và phanh gấp)	assets/images/tip_3.png	0	b1
7	Mẹo khác	Tổng hợp một số mẹo thi lý thuyết B1 khác	Nồng độ cồn trong máu giới hạn là 80, giới hạn trong khí thở là 40 (không cần nhớ đơn vị đo)@Thấy chữ đường bộ chọn ngay đáp án 2@Các câu hỏi về quy định khi tham gia giao thông. Câu có từ “nguy hiểm” và “đặc biệt” chọn đáp án có từ “chính phủ”. Câu hỏi có “địa phương quản lý” chọn “UBND @Tỉnh”. Các câu còn lại chọn đáp án “Bộ giao thông” và “cơ quan quản lý giao thông”@Các câu hỏi về thể tích: Buồng cháy (VC: chọn 1 ): Nắp máy chọn điểm chết trên; buồng công tác (VH: chọn 2): Nắp máy chọn điểm chết dưới; buồng làm việc (VS: chọn 3): Điểm chết trên chọn điểm chết dưới@Câu sa hình có 4 xe thì chọn đáp án 3, trừ câu 300 đáp án 1@Chọn đáp án 2 khi thấy tuổi lái xe@Câu hỏi yêu cầu của hệ thống lái chọn ngay đáp án 1@Câu hỏi đường cao tốc mà có 2 đáp án thì chọn đáp án 1@Cấm kéo còi từ 22h đến 5h sáng, còi vang xa 100 m đồng giọng 65-115 dexiBen@Câu hỏi có từ kinh doanh vận tải xe buýt thì chọn đáp án nào dài hơn@Chọn ngay các đáp án có những từ “tuyệt đối không”, “tuyệt đối cấm”, “cấm”@Độ rơ tay lái của xe con là 100, xe khách trên 12 chỗ là 200 và xe tải trên 1.5T là 250.@Câu hỏi công dụng hộp số chọn ngay đáp án 1@Gương chiếu hậu nhìn sau 20 m@Mục đích điều khiển trong hình số 3 số 8: chọn đáp án 1@Cứ gặp câu hỏi cách đường ray bao nhiêu thì đáp án luôn là 5 m	assets/images/tip_8.png	0	b1
8	Bài 1: Xuất phát	Các lưu ý về khi chọn đáp án	Hãy đảm bảo các bước chuẩn bị như thắt dây an toàn, chính gương chiếu hậu được thực hiện trước khi vào đường thi nhé!	assets/images/tip_1.png	1	b1
9	Bài 2: Vạch dành người qua đường	Các lưu ý về khi chọn đáp án	Ở phần thi này, thí sinh phải căn khoảng cách từ thanh cản phía trước của xe đến vạch dừng không quá 500mm. Nếu dừng không đúng vị trí sẽ bị trừ 5 điểm.@Một mẹo nữa đó là khi vừa qua khỏi biển báo stop là dừng lại luôn. Hãy để ý gương chiếu hậu để thấy biển stop đó nhé.	assets/images/tip_1.png	1	b1
10	Bài 3: Dừng và khởi hành ngang dốc	Các lưu ý về khi chọn đáp án	Đây là phần thi mà bạn phải canh dậm chân ga từ từ và đứng trước vạch dừng không quá 50cm, đồng thời không để xe bị tụt dốc quá 50cm. Phần thi này bạn cần từ từ chậm rãi cho xe đi gần đến vạch dừng. 	assets/images/tip_1.png	1	b1
11	Bài 4: Qua vệt bánh xe và đường vòng vuông góc	Các lưu ý về khi chọn đáp án	Bài thi yêu cầu thí sinh phải đặt bánh xe bên phụ vào giữa hai vệt quy định trên đường.@Nếu thí sinh để bánh xe đè lên vạch sẽ bị trừ 5 điểm. Nếu không thể đi vào giữa hai vạch, thí sinh sẽ bị loại trực tiếp.@Với những người mới chưa cảm nhận hết góc đặt bánh xe thì đây là thử thách khó khăn thực sự.	assets/images/tip_1.png	1	b1
12	Bài 5: Qua ngã tư có tín hiệu điều khiển giao thông (đi thẳng)	Các lưu ý về khi chọn đáp án	Bạn nên cho xe di chuyển chậm bên ngoài vạch dừng.@Khi đèn tín hiệu chuyển sang màu xanh để đi thẳng, thí sinh điều khiển xe qua ngã tư luôn, thay vì dừng lại theo quy định, dễ dẫn đến dừng không đúng hay quá vạch.@Nếu thí sinh dừng không đúng vạch hay chưa đến vạch sẽ bị trừ 5 điểm, trường hợp vượt đèn đỏ sẽ bị trừ 10 điểm.@Sau 20 giây khi đèn tín hiệu chuyển sang màu xanh, thí sinh vẫn chưa đưa xe qua khỏi ngã tư sẽ bị trừ 5 điểm, nếu để quá 30 giây, thí sinh coi như bị loại.	assets/images/tip_1.png	1	b1
13	Bài 6: Qua đường quanh co	Các lưu ý về khi chọn đáp án	Phần thi này khá dễ, nhưng không nên chủ quan. Việc đánh lái liên tục theo hai hướng đôi khi làm thí sinh luống cuống, mất khả năng căn đường hoặc chết máy. @Trong suốt bài thi, bất kể lúc nào để chết máy, thí sinh cũng bị trừ 5 điểm.	assets/images/tip_1.png	1	b1
14	Bài 7: Ghép xe vào nơi đỗ	Các lưu ý về khi chọn đáp án	Thời gian cho phép hoàn thành bài thi này khá dư dả với 2 phút. Phần thi này khá khó khăn nên học viên cần ôn luyện kỹ càng.@Điểm bị trừ khi cán vạch cũng tương tự các phần thi trước.	assets/images/tip_1.png	1	b1
15	Bài 8: Tạm dừng ở chỗ có đường sắt chạy qua	Các lưu ý về khi chọn đáp án	Thí sinh chỉ cần dừng trước vạch an toàn cách đường sắt 5m. Nếu không dừng đúng vạch hay quá vạch, thí sinh cũng sẽ bị trừ điểm.	assets/images/tip_1.png	1	b1
16	Bài 9: Thay đổi số trên đường bằng	Các lưu ý về khi chọn đáp án	Bắt đầu bài thi, cảm biến trên xe sẽ phát tín hiệu bắt đầu tăng tốc. Thí sinh chuyển số 2 và nhấn ga cho xe đạt tốc độ trên 24km/giờ, trước khi vượt qua biển tốc độ tối thiểu 24.@Sau đó, thí sinh chuyển sang phanh và về số 1, giảm tốc độ xuống dưới 24km/giờ trước khi vượt qua bảng giới hạn tốc độ 24km/giờ.@Nếu vừa không đạt tốc độ tối thiểu, còn vượt tốc độ tối đa sẽ khiến số điểm trừ khá lớn, nên phần thi này cũng cần nghiêm túc ôn luyện.	assets/images/tip_1.png	1	b1
17	Bài 10: Ghép xe ngang vào nơi đỗ	Các lưu ý về khi chọn đáp án	Đây là phần thi bổ sung từ 1/4/2016. Vì tính chất phức tạp của bài thi, hầu hết các trung tâm đào tạo lái xe tập trung nhiều vào phần này.@Lưu ý, thân xe khi kết thúc phải hoàn toàn nằm trong khu vực ghép xe. Nếu một phần xe vẫn còn ở bên ngoài, thí sinh sẽ bị truất quyền sát hạch.	assets/images/tip_1.png	1	b1
18	Bài 11: Kết thúc	Các lưu ý về khi chọn đáp án	Thí sinh phải điều khiển xe sát hạch qua vạch kết thúc. Sau đó, bật đèn xi-nhan phải để kết thúc phần thi.\nSau 11 bài thi liên hoàn, nếu điểm của bạn trên 80, nghĩa là bạn đã thi đậu!	assets/images/tip_1.png	1	b1
19	Mẹo chọn đáp án	Các lưu ý về khi chọn đáp án	Chọn tất cả các đáp án có cụm từ “Không được” vì tất cả các đáp có cụm từ “Không được” đều là đáp án đúng.@Chọn tất cả các đáp án có cụm từ “Chấp hành” vì tất cả các đáp có cụm từ “Chấp hành” đều là đáp án đúng.@Chọn tất cả các đáp án có từ “Phải” ở đầu câu. Nếu trong 1 câu có nhiều đáp án bắt đầu bằng từ “Phải” thì chọn đáp án dài nhất.	assets/images/tip_1.png	0	b2
20	Câu hỏi khái niệm	Mẹo đối phó với các câu hỏi khái niệm	Chọn đáp án có cụm từ “kính an toàn” với câu hỏi về yêu cầu kính chắn gió@Chọn đáp án không có cụm từ “an toàn giao thông” với câu hỏi phần đường xe chạy@Chọn đáp án có cụm từ “an toàn giao thông” với câu hỏi về làn đường.@Chọn đáp án có cụm từ “kể cả xe đạp máy” với câu hỏi phương tiện giao thông@Chọn đáp án có cụm từ “kể cả xe máy điện” với câu hỏi phương tiện giao thông@Xe tải trọng là xe có tải trọng trục xe vượt quá năng lực chịu tải của mặt đường	assets/images/tip_6.png	0	b2
21	Độ tuổi lái xe	Các độ tuổi cần ghi nhớ	Xe máy là 16 tuổi@Xe máy A1, A2 và ô tô B1, B2 là 18 tuổi@Yêu cầu nam >60 tuổi và nữ >55 tuổi đối với hạng B1@Bằng lái xe hạng C yêu cầu 21 tuổi@Hạng D 24 tuổi và hạng E 27 tuổi	assets/images/tip_7.png	0	b2
22	Tốc độ lái xe	Các câu hỏi về tốc độ	Trong khu vực đông dân cư ( số cuối dòng): \n   +40km/h: Chọn đáp án 1 \n   +80km/h: Chọn đáp án 1 \n   +70km/h: Chọn đáp án 2 \n   +50km/h: Chọn đáp án 3    +60km/h: Chọn đáp án 4 \n Lưu ý: Các bạn cứ nhớ bài toán: 8 x 7 = 5 6 tương ứng với thứ tự các số trong bài toán và đó là đáp án đúng: 80 (đáp án 1), 70 (đáp án 2), 50 (đáp án 3), 60 (đáp án 4)	assets/images/tip_4.png	0	b2
23	Biển báo	Quy tắc về câu hỏi biển báo	Cấm xe nhỏ -> cấm xe lớn (không tính xe mô tô)@Cấm xe lớn -> không cấm xe nhỏ (không tính xe mô tô)@Thấy 2 hoặc 3 biển tròn xanh thì chia 2 trường hợp: \n   +Câu hỏi 1 hàng chọn ý 1. \n   +Còn lại chọn ý 3 (hoặc thấy có từ ngã 3 thì chọn 3). \n   +Cấm rẽ trái thì cấm luôn quay xe; cấm quay xe thì được rẽ trái. \n   +Chú ý biển trật tự với đáp án. \n   +Chọn ngay khi thấy đáp án có từ “KHÔNG ĐƯỢC PHÉP”	assets/images/tip_5.png	0	b2
24	Kỹ thuật máy thiết bị	Các câu hỏi về công dụng của thiết bị		assets/images/tip_3.png	0	b2
25	Mẹo khác	Tổng hợp một số mẹo thi lý thuyết B1 khác	Nồng độ cồn trong máu giới hạn là 80, giới hạn trong khí thở là 40 (không cần nhớ đơn vị đo)@Thấy chữ đường bộ chọn ngay đáp án 2@Các câu hỏi về quy định khi tham gia giao thông. Câu có từ “nguy hiểm” và “đặc biệt” chọn đáp án có từ “chính phủ”. Câu hỏi có “địa phương quản lý” chọn “UBND @Tỉnh”. Các câu còn lại chọn đáp án “Bộ giao thông” và “cơ quan quản lý giao thông”@Các câu hỏi về thể tích: Buồng cháy (VC: chọn 1 ): Nắp máy chọn điểm chết trên; buồng công tác (VH: chọn 2): Nắp máy chọn điểm chết dưới; buồng làm việc (VS: chọn 3): Điểm chết trên chọn điểm chết dưới@Câu sa hình có 4 xe thì chọn đáp án 3, trừ câu 300 đáp án 1@Chọn đáp án 2 khi thấy tuổi lái xe@Câu hỏi yêu cầu của hệ thống lái chọn ngay đáp án 1@Câu hỏi đường cao tốc mà có 2 đáp án thì chọn đáp án 1@Cấm kéo còi từ 22h đến 5h sáng, còi vang xa 100 m đồng giọng 65-115 dexiBen@Câu hỏi có từ kinh doanh vận tải xe buýt thì chọn đáp án nào dài hơn@Chọn ngay các đáp án có những từ “tuyệt đối không”, “tuyệt đối cấm”, “cấm”@Độ rơ tay lái của xe con là 100, xe khách trên 12 chỗ là 200 và xe tải trên 1.5T là 250.@Câu hỏi công dụng hộp số chọn ngay đáp án 1@Gương chiếu hậu nhìn sau 20 m@Mục đích điều khiển trong hình số 3 số 8: chọn đáp án 1@Cứ gặp câu hỏi cách đường ray bao nhiêu thì đáp án luôn là 5 m	assets/images/tip_8.png	0	b2
26	Bài 1: Xuất phát	Các lưu ý về khi chọn đáp án	Khi nhận được tín hiệu xuất phát từ phòng điều khiển của trung tâm sát hạch . Khi đã vượt qua khỏi vạch xuất phát nhà không bật đèn xi-nhan hoặc sau khi đã vượt qua vách xuất phát quá 5m mà không tắt đèn xi-nhan, những lỗi đó sẽ làm bạn bị trừ 5 điểm.@Nếu quá 20 giây mà xe bạn vẫn chưa điều khiển xe bạn vượt qua được vạch xuất phát thì bạn sẽ bị trừ 5 điểm. Còn nếu vượt quá 30 giây thì coi như bạn đã bị loại.	assets/images/tip_1.png	1	b2
27	Bài 2: Vạch dành người qua đường	Các lưu ý về khi chọn đáp án	Bạn phải dừng xe đúng chỗ trước vạch trắng và đường đành cho người đi bộ (sọc ngựa vằn). @Cản xe phía trước cách vạch dừng không quá 0,5m. @Canh cột Stop nằm giữa tay nắm cửa xe.	assets/images/tip_1.png	1	b2
28	Bài 3: Dừng và khởi hành ngang dốc	Các lưu ý về khi chọn đáp án	Bài này chúng ta không cần dùng ga, mở côn cho xe lăn bánh lên tới cột stop. @Không được thắng lố cột Stop, nếu lố cột sẽ bị loại trực tiếp. @Khi lên thấy vai cách cột stop 3 tấc thì cắt côn và thắng nhanh. @Giữa chân côn từ từ nhìn lên kim đồng hồ tua khi nào kim xuống giữa số 1 và số 0 sau đó buôn chân thắng đệm ga liên tục.	assets/images/tip_1.png	1	b2
29	Bài 4 : Đi xe qua hàng đinh	Các lưu ý về khi chọn đáp án	Yêu cầu của phần này là bạn phải điều khiển hai bánh xe bên phải đi lọt qua một đoạn đường có độ rộng khoảng 30-35cm.@Mỗi lần chạm vạch bạn sẽ bị trừ 5 điểm và quá thời gian 2 phút cũng sẽ bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
30	Bài 5 : Đi xe qua đường vuông góc	Các lưu ý về khi chọn đáp án	Yêu cầu bạn phải điều khiển xe không chạm vạch ở gần vỉa hè hai bên đường, mỗi lần chạm vạch trừ 5 điểm.	assets/images/tip_1.png	1	b2
31	Bài 6 : Đi đường vòng quanh co có quy định thời gian	Các lưu ý về khi chọn đáp án	Yêu cầu điều khiển xe không chạm vạch, mỗi lần chạm vạch sẽ bị trừ 5 điểm, quá 2 phút chưa hoàn thành bài thi sẽ bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
32	Bài 7 : Đi thẳng qua ngã tư có tín hiệu điều khiển giao thông	Các lưu ý về khi chọn đáp án	Xe dừng xa vạch khi đèn đỏ sẽ bị trừ 5 điểm, dừng chạm vạch trừ 5 điểm. Xe vượt đèn đỏ sẽ bị trừ 10 điểm, khi có đèn xanh nhưng không điều khiển xe qua được ngã tư sẽ bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
33	Bài 8 : Bài thi đỗ xe vào nơi đỗ	Các lưu ý về khi chọn đáp án	Mỗi lần để xe chạm vạch sẽ bị trừ 5 điểm, quá 2 phút chưa hoàn thành bài thi sẽ bị trừ 5 điểm.@Nếu để xe chèn lên vỉa ba-toa bạn sẽ bị loại.	assets/images/tip_1.png	1	b2
34	Bài 9 : Bài thi điều khiển xe qua ngã tư có tín hiệu đèn giao thông, rẽ trái nơi đường ray.	Các lưu ý về khi chọn đáp án	Điều khiển xe nhưng quên không bật xi-nhan hay bật nhưng sai thì đều sẽ bị trừ 5 điểm.@Điều khiển xe dừng quá xa vạch hay chạm vạch  đều sẽ bị trừ 5 điểm.@Điều khiển xe vượt đèn đỏ sẽ bị trừ 10 điểm. Khi đền xanh sáng mà không điều khiển xe qua được ngã tư sẽ bị trừ 5 điểm	assets/images/tip_1.png	1	b2
35	Bài 10 : Bài thi cho xe vượt đường ray xe lửa không rào chắn.	Các lưu ý về khi chọn đáp án	Xe dừng xa vạch, chạm vạch hay không đúng vạch cũng đều bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
36	Bài 11 : Bài thi thay đổi số, tăng giảm số trên đường	Các lưu ý về khi chọn đáp án	Yêu cầu bạn phải lên số 2 và đạt được tốc độ trên 20 km/h trước biển báo 20 màu xanh. Về lại số 1 và giảm tốc độ xuống dưới 20 km/h trước biển 20 màu trắng trên đường. Nếu thay đổi không đúng quy định sẽ bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
37	Bài 12 : Xử lý nguy hiểm ở phần thi phụ	Các lưu ý về khi chọn đáp án	Bạn sẽ phải đối mặt với 1 trong 14 tính huống khác nhau. Sau khi gặp tình hướng khi hiểm yêu cầu bạn phải dừng xe và bật đèn ưu tiên, kết thúc tình huống nguy hểm không tắt đèn ưu tiên mà cho xe chạy thì bạn sẽ bị trừ 10 điểm.	assets/images/tip_1.png	1	b2
38	Bài 13 : Bài thi ngã tư có tín hiệu điều khiển giao thông, rẽ phải kết thúc.	Các lưu ý về khi chọn đáp án	Điều khiển xe không bật đèn xi-nhan hay bật nhưng sai thì sẽ bị trừ 5 điểm.@Nếu xe dừng xa vạch, dừng chạm vạch cũng sẽ bị trừ 5 điểm.@Để xe vượt đèn đỏ bị trừ 10 điểm. Khi đèn xanh sáng mà xe không qua được ngã tư sẽ bị trừ 5 điểm.	assets/images/tip_1.png	1	b2
39	Bài 14 : Kết thúc	Các lưu ý về khi chọn đáp án	Yêu cầu bạn điều khiển xe vào bãi đỗ để kết thúc bài thu, nếu không bật đèn xi-nhan hay bật nhưng sai cách sẽ bị trừ 5 điểm	assets/images/tip_1.png	1	b2